Incident ID,Incident Date,Incident Time,Day of Week,Month,Year,Time of Day,Daytime/Weekend/Weekday,Crime Category,Repeat Offender,Crime Location Type,Suspect Age,Suspect Sex,Suspect Descent,Arrest Made,Charge Filed,Outcome,Victim Injury,Victim Status,Time to Resolution,District,Latitude,Longitude,Crime Severity,Repeat Victim,Victim Occupation,Suspect Occupation
379,2021-08-11,10:23:02,Wednesday,August,2021,Morning,Daytime,Violent Crime,No,Industrial,18,Female,Indian,Yes,Yes,Open,Severe lacerations,Deceased,106,East,55.4163875,110.941669,Minor,No,Best boy,Lexicographer
380,2024-05-20,21:28:00,Monday,May,2024,Evening,Night,Drug Offense,Yes,Commercial,20,Male,Other,No,No,Closed,No visible injuries,Deceased,226,Central,-86.254317,-93.336510,Minor,Yes,Research scientist (life sciences),Advertising copywriter
381,2022-03-12,11:47:31,Saturday,March,2022,Morning,Daytime,Property Crime,No,Residential,30,Male,Other,No,No,Solved,None,Alive,272,North,-53.044989,4.706648,Moderate,No,Child psychotherapist,Visual merchandiser
382,2023-07-21,21:06:20,Friday,July,2023,Evening,Night,Violent Crime,Yes,Residential,51,Female,Indian,No,No,Under Investigation,Minor cuts and bruises,Alive,152,North,-71.8363925,-44.964444,Minor,Yes,"Teacher, English as a foreign language",Civil Service administrator
383,2024-06-05,04:13:13,Wednesday,June,2024,Morning,Daytime,Drug Offense,Yes,Residential,30,Female,Other,No,No,Open,Gunshot wound,Alive,39,East,67.3569565,-111.140051,Moderate,Yes,Radio producer,Animal nutritionist
384,2024-06-04,03:54:50,Tuesday,June,2024,Morning,Daytime,Property Crime,Yes,Public,19,Female,Other,No,No,Open,Gunshot wound,Deceased,267,East,-30.033766,6.466434,Moderate,Yes,Chief Strategy Officer,"Surveyor, insurance"
385,2021-11-05,02:33:46,Friday,November,2021,Morning,Daytime,Property Crime,No,Public,24,Male,Indian,Yes,Yes,Open,Head injury,Alive,263,Central,88.0699515,-56.437128,Minor,No,Oceanographer,"Engineer, drilling"
386,2023-09-25,22:12:42,Monday,September,2023,Evening,Night,White Collar Crime,No,Residential,56,Female,Indian,No,No,Closed,None,Alive,332,West,-47.597509,-35.487808,Minor,No,Magazine features editor,Sports development officer
387,2021-09-15,09:39:07,Wednesday,September,2021,Morning,Daytime,White Collar Crime,No,Public,39,Male,Other,Yes,Yes,Solved,None,Alive,179,South,35.0184315,-11.564699,Moderate,No,"Conservation officer, historic buildings",Health and safety inspector
388,2020-01-02,23:38:52,Thursday,January,2020,Evening,Night,Cyber Crime,No,Commercial,20,Male,Indian,No,No,Closed,Severe lacerations,Alive,333,East,87.2444515,-3.862622,Moderate,Yes,Insurance account manager,Jewellery designer
389,2020-04-19,23:27:15,Sunday,April,2020,Evening,Night,Violent Crime,Yes,Public,47,Male,Indian,No,No,Solved,None,Deceased,10,East,74.205427,-172.419305,Moderate,No,"Horticulturist, commercial",Colour technologist
390,2021-06-01,05:55:56,Tuesday,June,2021,Morning,Daytime,Cyber Crime,Yes,Industrial,26,Male,Other,Yes,Yes,Under Investigation,None,Alive,117,North,-16.0982425,-71.869562,Severe,Yes,Scientific laboratory technician,"Surveyor, building"
391,2022-12-12,04:22:40,Monday,December,2022,Morning,Daytime,Drug Offense,No,Commercial,61,Male,Other,No,No,Open,Stab wound,Alive,194,North,-66.1338135,42.596281,Moderate,No,Retail buyer,Ship broker
392,2023-06-25,22:16:01,Sunday,June,2023,Evening,Night,Violent Crime,Yes,Residential,61,Male,Indian,Yes,Yes,Open,None,Deceased,80,North,-68.425182,138.670780,Moderate,Yes,"Psychologist, educational",Jewellery designer
393,2021-06-25,05:03:35,Friday,June,2021,Morning,Daytime,Drug Offense,Yes,Industrial,30,Male,Other,Yes,Yes,Solved,None,Alive,48,East,-25.296328,157.328971,Minor,Yes,Press sub,Historic buildings inspector/conservation officer
394,2020-04-07,07:32:08,Tuesday,April,2020,Morning,Daytime,Cyber Crime,No,Residential,30,Male,Indian,Yes,No,Open,None,Alive,150,West,-87.7932105,162.756305,Severe,No,Geophysical data processor,Camera operator
395,2022-08-30,04:41:51,Tuesday,August,2022,Morning,Daytime,White Collar Crime,No,Residential,36,Male,Indian,Yes,Yes,Solved,Stab wound,Alive,346,North,57.0612895,170.840740,Severe,Yes,Holiday representative,Art therapist
396,2022-02-12,15:05:11,Saturday,February,2022,Afternoon,Daytime,White Collar Crime,No,Industrial,31,Female,Other,No,No,Under Investigation,Head injury,Alive,223,West,48.675123,-104.828188,Moderate,No,Futures trader,"Therapist, speech and language"
397,2020-06-23,00:33:55,Tuesday,June,2020,Morning,Daytime,Drug Offense,No,Commercial,46,Male,Indian,No,No,Solved,None,Alive,237,Central,14.317796,44.731970,Severe,Yes,Health visitor,Television floor manager
398,2021-12-01,23:31:27,Wednesday,December,2021,Evening,Night,White Collar Crime,Yes,Public,59,Male,Indian,No,No,Closed,None,Alive,214,East,-6.047202,106.042056,Moderate,Yes,Recruitment consultant,"Production assistant, radio"
399,2021-01-16,23:40:42,Saturday,January,2021,Evening,Night,Violent Crime,No,Industrial,24,Male,Other,No,No,Open,None,Deceased,101,East,10.5212665,-88.981192,Moderate,No,"Scientist, research (life sciences)",Arts development officer
400,2021-12-18,21:05:37,Saturday,December,2021,Evening,Night,Drug Offense,No,Public,58,Male,Indian,No,No,Under Investigation,Broken bones,Deceased,159,North,38.1295755,25.997749,Moderate,No,Airline pilot,Field trials officer
401,2020-09-08,18:37:12,Tuesday,September,2020,Evening,Night,Property Crime,No,Commercial,23,Female,Other,Yes,Yes,Under Investigation,Severe lacerations,Deceased,144,North,-63.5801885,-81.957538,Minor,Yes,"Conservation officer, historic buildings",Primary school teacher
402,2020-02-17,03:22:02,Monday,February,2020,Morning,Daytime,Property Crime,No,Public,55,Female,Indian,Yes,Yes,Solved,Head injury,Deceased,38,Central,7.2202835,102.117093,Minor,Yes,Patent attorney,Company secretary
403,2024-06-26,15:00:29,Wednesday,June,2024,Afternoon,Daytime,Drug Offense,No,Public,49,Male,Indian,No,No,Under Investigation,Head injury,Deceased,353,West,44.1729295,-28.768385,Severe,No,"Geologist, wellsite",Operations geologist
404,2023-09-02,20:10:38,Saturday,September,2023,Evening,Night,Drug Offense,No,Industrial,34,Female,Indian,No,No,Closed,None,Deceased,289,West,-74.3354335,-91.828472,Moderate,Yes,"Scientist, research (physical sciences)",Marketing executive
405,2021-09-21,07:50:56,Tuesday,September,2021,Morning,Daytime,Drug Offense,No,Public,28,Male,Other,No,No,Under Investigation,None,Alive,94,North,-49.4258765,-61.185910,Severe,No,Illustrator,Dance movement psychotherapist
406,2021-08-01,00:44:12,Sunday,August,2021,Morning,Daytime,Drug Offense,No,Public,18,Female,Indian,No,No,Solved,None,Alive,347,West,-22.7838955,112.148736,Severe,No,Aid worker,"Education officer, community"
407,2021-12-23,16:41:32,Thursday,December,2021,Afternoon,Daytime,Violent Crime,No,Residential,57,Female,Other,Yes,Yes,Open,None,Alive,151,Central,22.0369645,-95.794972,Severe,Yes,Financial planner,"Surveyor, minerals"
408,2021-02-04,06:44:16,Thursday,February,2021,Morning,Daytime,Violent Crime,No,Residential,37,Male,Other,No,No,Under Investigation,Stab wound,Alive,293,Central,-44.9027665,-46.881114,Severe,Yes,"Scientist, research (physical sciences)",Hydrographic surveyor
409,2020-03-06,23:19:56,Friday,March,2020,Evening,Night,White Collar Crime,No,Public,37,Female,Other,Yes,Yes,Closed,Stab wound,Alive,128,South,33.716017,-72.741234,Moderate,No,Biomedical engineer,Paramedic
410,2021-06-05,05:01:37,Saturday,June,2021,Morning,Daytime,Property Crime,No,Commercial,54,Male,Other,Yes,Yes,Closed,None,Alive,262,West,45.7019945,28.254082,Severe,No,"Engineer, petroleum",Musician
411,2024-07-14,01:47:25,Sunday,July,2024,Morning,Daytime,White Collar Crime,Yes,Residential,46,Female,Indian,Yes,Yes,Open,None,Deceased,155,East,42.3876265,-124.683039,Moderate,No,Computer games developer,Chartered legal executive (England and Wales)
412,2024-07-13,15:09:50,Saturday,July,2024,Afternoon,Daytime,Drug Offense,Yes,Public,37,Male,Other,No,No,Under Investigation,No visible injuries,Alive,136,Central,-68.0576365,-174.337412,Moderate,No,Financial manager,Occupational hygienist
413,2023-10-31,19:42:07,Tuesday,October,2023,Evening,Night,White Collar Crime,No,Public,34,Male,Indian,Yes,Yes,Under Investigation,Severe lacerations,Deceased,1,West,-15.9685995,41.433707,Severe,No,Location manager,Occupational hygienist
414,2022-03-13,16:39:28,Sunday,March,2022,Afternoon,Daytime,Violent Crime,No,Residential,41,Male,Other,Yes,Yes,Solved,Broken bones,Alive,208,East,-69.428406,-95.327390,Moderate,No,Theatre director,Financial manager
415,2021-10-14,01:56:15,Thursday,October,2021,Morning,Daytime,Property Crime,No,Industrial,28,Male,Other,No,No,Under Investigation,Minor cuts and bruises,Deceased,253,East,-75.595694,94.488964,Moderate,Yes,Broadcast engineer,Product designer
416,2022-02-12,23:48:16,Saturday,February,2022,Evening,Night,White Collar Crime,No,Residential,21,Male,Other,Yes,Yes,Solved,None,Alive,62,South,87.570885,-107.796774,Severe,Yes,Tourism officer,Sales executive
417,2022-06-17,08:09:21,Friday,June,2022,Morning,Daytime,Property Crime,Yes,Industrial,21,Male,Indian,No,No,Under Investigation,None,Deceased,145,South,70.6225585,-100.684932,Minor,No,Make,Materials engineer
418,2023-02-14,18:11:59,Tuesday,February,2023,Evening,Night,Cyber Crime,Yes,Industrial,27,Female,Indian,No,No,Solved,No visible injuries,Deceased,85,North,44.687587,164.487142,Severe,No,Forensic scientist,Contracting civil engineer
419,2020-03-10,18:08:32,Tuesday,March,2020,Evening,Night,Violent Crime,Yes,Public,55,Male,Other,No,No,Closed,None,Deceased,256,Central,-36.4182895,146.720591,Minor,No,Occupational psychologist,"Librarian, academic"
420,2024-01-11,19:51:25,Thursday,January,2024,Evening,Night,Drug Offense,No,Commercial,35,Female,Other,No,No,Solved,None,Deceased,10,South,28.211564,-105.201972,Minor,No,Public relations officer,Housing manager/officer
421,2022-10-28,11:02:34,Friday,October,2022,Morning,Daytime,Violent Crime,Yes,Residential,62,Female,Indian,Yes,Yes,Closed,Broken bones,Deceased,191,South,81.2242595,143.782020,Severe,Yes,Museum/gallery conservator,Occupational hygienist
422,2023-05-31,17:08:28,Wednesday,May,2023,Afternoon,Daytime,Property Crime,No,Commercial,33,Male,Other,No,No,Closed,None,Alive,231,North,44.624751,-20.063861,Minor,Yes,Systems analyst,Farm manager
423,2021-08-09,14:44:45,Monday,August,2021,Afternoon,Daytime,White Collar Crime,Yes,Residential,32,Male,Indian,Yes,No,Closed,None,Deceased,229,Central,-31.9146215,-37.644763,Severe,Yes,"Scientist, audiological",Diplomatic Services operational officer
424,2024-05-02,07:30:57,Thursday,May,2024,Morning,Daytime,Drug Offense,No,Commercial,25,Female,Other,Yes,No,Solved,Internal injuries,Alive,319,South,70.353724,97.768081,Minor,No,Ship broker,Risk manager
425,2024-01-18,09:02:02,Thursday,January,2024,Morning,Daytime,Cyber Crime,No,Residential,41,Male,Indian,No,No,Open,Gunshot wound,Alive,348,South,-20.4821415,52.692438,Minor,No,Illustrator,"Programmer, multimedia"
426,2024-06-24,08:55:05,Monday,June,2024,Morning,Daytime,Violent Crime,Yes,Residential,64,Female,Other,No,No,Solved,Fractures,Alive,8,East,-37.836493,-42.028546,Moderate,No,Proofreader,Broadcast presenter
427,2020-02-26,06:06:27,Wednesday,February,2020,Morning,Daytime,Drug Offense,Yes,Residential,40,Male,Other,No,No,Closed,None,Alive,355,East,70.306876,-124.587388,Minor,Yes,Furniture conservator/restorer,Accommodation manager
428,2021-11-03,06:38:23,Wednesday,November,2021,Morning,Daytime,Property Crime,No,Public,48,Male,Other,No,No,Closed,Severe lacerations,Deceased,247,North,75.934321,-86.806496,Severe,Yes,Media planner,Travel agency manager
429,2022-04-11,23:04:36,Monday,April,2022,Evening,Night,Violent Crime,Yes,Commercial,34,Female,Indian,No,No,Under Investigation,Head injury,Deceased,156,West,86.272382,-171.146886,Moderate,Yes,Advertising art director,Translator
430,2021-06-04,02:20:06,Friday,June,2021,Morning,Daytime,White Collar Crime,Yes,Commercial,29,Male,Other,Yes,Yes,Under Investigation,None,Deceased,335,South,-26.6124335,31.015840,Minor,Yes,Restaurant manager,Medical laboratory scientific officer
431,2023-01-07,13:36:04,Saturday,January,2023,Afternoon,Daytime,Property Crime,Yes,Public,57,Female,Indian,Yes,No,Solved,None,Alive,287,North,66.249629,51.894005,Minor,Yes,Commercial art gallery manager,Agricultural consultant
432,2021-06-18,18:20:05,Friday,June,2021,Evening,Night,White Collar Crime,Yes,Commercial,44,Male,Other,Yes,Yes,Solved,Internal injuries,Deceased,291,Central,69.417039,105.450716,Minor,Yes,Government social research officer,Manufacturing engineer
433,2021-10-10,04:17:27,Sunday,October,2021,Morning,Daytime,Cyber Crime,Yes,Commercial,35,Female,Other,Yes,No,Closed,None,Alive,164,Central,-37.1697415,-8.594120,Moderate,Yes,Educational psychologist,Editorial assistant
434,2024-03-21,00:54:19,Thursday,March,2024,Morning,Daytime,Cyber Crime,No,Residential,25,Female,Indian,No,No,Closed,Internal injuries,Deceased,316,North,-49.426938,148.425375,Severe,No,"Therapist, art",Risk analyst
435,2023-06-20,00:52:51,Tuesday,June,2023,Morning,Daytime,Drug Offense,Yes,Commercial,55,Male,Other,Yes,Yes,Closed,None,Deceased,69,Central,78.4355235,-58.295745,Moderate,No,"Accountant, chartered",Audiological scientist
436,2023-09-17,10:45:08,Sunday,September,2023,Morning,Daytime,Violent Crime,No,Public,31,Male,Indian,Yes,No,Open,Broken bones,Alive,102,East,-81.5843745,167.023650,Moderate,Yes,Control and instrumentation engineer,Retail buyer
437,2020-09-21,06:31:18,Monday,September,2020,Morning,Daytime,Violent Crime,Yes,Commercial,37,Male,Other,No,No,Solved,No visible injuries,Deceased,364,West,-6.701938,-1.896857,Moderate,Yes,Water engineer,Energy engineer
438,2020-07-09,01:09:34,Thursday,July,2020,Morning,Daytime,Property Crime,No,Public,26,Female,Indian,No,No,Closed,None,Alive,353,North,-52.908994,-10.282914,Moderate,Yes,Graphic designer,"Radiographer, diagnostic"
439,2024-02-04,00:42:40,Sunday,February,2024,Morning,Daytime,Drug Offense,Yes,Residential,35,Female,Other,Yes,Yes,Closed,None,Alive,198,South,-1.2592415,-35.273217,Severe,No,Careers adviser,Proofreader
440,2021-05-10,06:18:30,Monday,May,2021,Morning,Daytime,Drug Offense,No,Residential,54,Female,Indian,No,No,Under Investigation,Internal injuries,Deceased,254,Central,47.5544015,-40.980461,Moderate,Yes,"Surveyor, land/geomatics",Ophthalmologist
441,2023-10-23,22:20:31,Monday,October,2023,Evening,Night,Drug Offense,No,Public,47,Female,Other,No,No,Open,Gunshot wound,Alive,231,South,-47.3063625,146.136966,Severe,Yes,Personnel officer,Computer games developer
442,2020-12-15,11:20:31,Tuesday,December,2020,Morning,Daytime,Drug Offense,No,Industrial,58,Female,Other,Yes,Yes,Solved,None,Alive,151,South,-60.0862675,-80.128385,Severe,No,Race relations officer,Hospital pharmacist
443,2020-11-06,05:27:05,Friday,November,2020,Morning,Daytime,Drug Offense,Yes,Residential,48,Male,Indian,Yes,No,Solved,None,Alive,256,North,24.291466,-39.217538,Moderate,No,Health and safety adviser,Clinical psychologist
444,2023-01-10,05:07:29,Tuesday,January,2023,Morning,Daytime,Cyber Crime,No,Residential,37,Female,Other,No,No,Solved,No visible injuries,Alive,261,North,53.886009,-139.879202,Moderate,Yes,Actuary,Architect
445,2020-02-16,05:06:05,Sunday,February,2020,Morning,Daytime,Property Crime,Yes,Residential,38,Female,Indian,No,No,Under Investigation,None,Deceased,363,South,-52.8229465,-114.036530,Severe,No,Orthoptist,Musician
446,2024-02-04,06:38:32,Sunday,February,2024,Morning,Daytime,Cyber Crime,Yes,Industrial,28,Male,Indian,Yes,Yes,Solved,Internal injuries,Deceased,124,Central,-5.902118,159.258472,Minor,No,Counselling psychologist,Chartered certified accountant
447,2023-05-03,06:54:34,Wednesday,May,2023,Morning,Daytime,Violent Crime,Yes,Public,21,Female,Indian,Yes,Yes,Solved,None,Alive,215,East,65.479369,-59.142654,Severe,Yes,Art therapist,"Engineer, manufacturing systems"
448,2023-07-05,06:25:00,Wednesday,July,2023,Morning,Daytime,Violent Crime,Yes,Commercial,55,Female,Indian,No,No,Under Investigation,Fractures,Alive,251,Central,-77.3384355,141.629903,Minor,No,Oceanographer,Consulting civil engineer
449,2022-07-12,11:15:59,Tuesday,July,2022,Morning,Daytime,Drug Offense,No,Industrial,47,Female,Indian,Yes,Yes,Closed,No visible injuries,Alive,170,Central,18.641486,113.316979,Severe,Yes,Automotive engineer,Product designer
450,2021-03-27,23:31:15,Saturday,March,2021,Evening,Night,White Collar Crime,No,Commercial,58,Male,Other,Yes,No,Solved,None,Alive,189,East,-55.8781355,165.874479,Minor,Yes,"Engineer, maintenance (IT)",Theatre stage manager
451,2021-06-07,03:03:14,Monday,June,2021,Morning,Daytime,Property Crime,Yes,Commercial,35,Female,Other,No,No,Solved,None,Alive,180,East,64.766781,72.116128,Minor,Yes,Holiday representative,"Geologist, wellsite"
452,2022-02-24,04:35:44,Thursday,February,2022,Morning,Daytime,Cyber Crime,No,Commercial,58,Male,Other,No,No,Under Investigation,Internal injuries,Deceased,60,West,18.2166745,-175.171653,Severe,Yes,Arts development officer,"Scientist, research (physical sciences)"
453,2020-08-05,20:58:38,Wednesday,August,2020,Evening,Night,Cyber Crime,No,Industrial,60,Female,Indian,Yes,Yes,Open,None,Alive,30,West,81.6588345,-27.175935,Severe,Yes,"Designer, fashion/clothing",Counsellor
454,2024-04-25,01:37:49,Thursday,April,2024,Morning,Daytime,Violent Crime,Yes,Public,51,Male,Indian,Yes,Yes,Open,None,Deceased,95,North,-59.2595715,-1.641062,Moderate,No,Accounting technician,Jewellery designer
455,2021-03-27,18:43:46,Saturday,March,2021,Evening,Night,Drug Offense,Yes,Commercial,64,Male,Other,No,No,Under Investigation,None,Alive,166,Central,65.2525355,-146.405842,Minor,No,Chartered legal executive (England and Wales),Microbiologist
456,2021-10-05,22:36:05,Tuesday,October,2021,Evening,Night,Cyber Crime,Yes,Commercial,42,Female,Indian,No,No,Solved,None,Alive,273,East,31.0814525,-1.859596,Moderate,Yes,Radio producer,"Psychotherapist, dance movement"
457,2024-07-22,21:20:13,Monday,July,2024,Evening,Night,Violent Crime,Yes,Commercial,53,Female,Other,Yes,No,Closed,Internal injuries,Deceased,168,Central,-67.3554675,-136.582836,Minor,Yes,Interpreter,Print production planner
458,2023-04-07,03:30:04,Friday,April,2023,Morning,Daytime,White Collar Crime,Yes,Commercial,47,Female,Other,Yes,Yes,Solved,Stab wound,Deceased,66,East,18.2612015,111.096314,Minor,Yes,Quantity surveyor,Structural engineer
459,2023-08-16,03:22:59,Wednesday,August,2023,Morning,Daytime,White Collar Crime,No,Industrial,41,Female,Other,Yes,Yes,Closed,Stab wound,Alive,201,North,-70.128374,-62.251012,Moderate,Yes,Cytogeneticist,Office manager
460,2024-05-07,09:03:38,Tuesday,May,2024,Morning,Daytime,White Collar Crime,No,Commercial,18,Male,Indian,Yes,Yes,Open,None,Deceased,88,West,-50.2206135,-142.168315,Moderate,No,Customer service manager,"Designer, furniture"
